"","State","PHA.Code","PHA.Name","OBJECTID","FORMAL_PARTICIPANT_NAME","HA_PHN_NUM","HA_FAX_NUM","HA_EMAIL_ADDR_TEXT","EXEC_DIR_PHONE","EXEC_DIR_FAX","EXEC_DIR_EMAIL"
"295","CA","CA120","Housing Authority of the City of Baldwin Park",2884,"Housing Authority of the City of Baldwin Park",6269604011,6263372965,"bmartinez@baldwinpark.com",6269604011,6263372965,"bmartinez@baldwinpark.com"
"296","CT","CT007","Housing Authority of the City of Stamford",375,"Housing Authority of the City of Stamford",2039771400,2039771471,"NCoard@charteroakcommunities.org",2039771400,2039771471,"NCoard@CharterOakCommunities.org"
"297","DE","DE001","Wilmington Housing Authority",1311,"Wilmington Housing Authority",3024296701,3024296815,"RFitzgerald@whadelaware.org",3024296701,NA,"RFitzgerald@whadelaware.org"
"298","GA","GA004","Housing Authority of the City of Columbus",789,"Housing Authority of the City of Columbus",7065712800,7065712864,"lwalters@columbushousing.org",7065712800,NA,"lwalters@columbushousing.org"
"299","NJ","NJ010","Housing Authority of the City of Camden",280,"Housing Authority of the City of Camden",8569682700,8569682754,"phas@camdenhousing.org",8569682775,8569682754,"vfigueroa@camdenhousing.org"
"300","PA","PA004","Allentown Housing Authority",639,"Allentown Housing Authority",6104398678,6104398884,"dfarrell@allentownhousing.org",6104398919,6109697551,"dfarrell@allentownhousing.org"
"301","PA","PA088","Centre County Housing Authority",512,"Centre County Housing Authority",8143556965,8143556908,"lorihaines831@gmail.com",8143556750,8143556908,"lhaines@centrecountyhousingauthority.com"
"302","CO","CO072","Jefferson County Housing Authority",1566,"Jefferson County Housing Authority",3034228600,3034223229,"lrosendahl@jcha.org",3034035420,3034223229,"lrosendahl@jcha.org"
"303","MI","MI073","Grand Rapids Housing Commission",960,"Grand Rapids Housing Commission",6162352600,6162352660,"lindsey.reames@grhousing.org",6162352600,6162352660,"lindsey.reames@grhousing.org"
"304","MS","MS016","Mississippi Regional Housing Authority No. II",1928,"Mississippi Regional Housing Authority No. II",6622363645,6622363319,"jhill@oxfordhousing.org",6622347524,6622363319,"jhill@oxfordhousing.org"
"305","RI","RI001","Housing Authority Providence",212,"Housing Authority Providence",4017516400,4012734623,"melissas@pha-providence.com",4017091133,4012734623,"MSanzaro@provhousing.org"
"306","TX","TX484","Brazoria County Housing Authority, TX",3024,"Brazoria County Housing Authority, TX",9798641427,9798641089,"nancyf@brazoria-county.com",9798641860,9798641089,"nancyf@brazoria-county.com"
"307","WA","WA007","Housing Authority City of Longview",2695,"Housing Authority City of Longview",3604230140,3604259930,"jennifer.westerman@hoswwa.org",3604230140,3604259930,"jennifer.westerman@hoswwa.org"
"308","FL","FL106","Lake County Housing Agency",1299,"Lake County Housing Agency",3527426540,3527426535,"sglass@lakecountyfl.gov",3527426574,NA,"ndeyarman@lakecountyfl.gov"
"309","ID","ID013","Boise City Housing Authority",1351,"Boise City Housing Authority",2083454907,2083454909,"housing@bcacha.org",2082871054,2083454909,"dwatson@bcacha.org"
"310","NM","NM088","Northern Regional Housing Authority",1543,"Northern Regional Housing Authority",5757582460,5757511175,"tbaca@northernregional.org",5754458021,5754458044,"tbaca@northernregional.org"
"311","OH","OH002","Youngstown Metropolitan Housing Authority",2109,"Youngstown Metropolitan Housing Authority",3307442161,3307424826,"dmulligan@ymhaonline.com",3307442161,NA,"lenglish@ymhaonline.com"
"312","OR","OR001","Housing Authority of Clackamas County",1574,"Housing Authority of Clackamas County",5036558267,5036558676,"JSmith6@co.clackamas.or.us",5037425336,5036558676,"JSmith6@co.clackamas.or.us"
"313","OR","OR003","Housing Authority of Douglas County",1697,"Housing Authority of Douglas County",5416736548,5416738230,"Jkohler@hadcor.org",5416736548,5416738230,"Jkohler@hadcor.org"
"314","PA","PA018","WESTMORELAND COUNTY HSG AUTHORITY",564,"WESTMORELAND COUNTY HSG AUTHORITY",7248327258,7248360988,"mikew@wchaonline.com",7248327248,7248360988,"Mikew@wchaonline.com"
"315","TN","TN004","Chattanooga Housing Authority",881,"Chattanooga Housing Authority",4237524893,4237524462,"ed@chahousing.org",4237524188,NA,"bmccright@chahousing.org"
"316","TX","TX436","City of Mesquite Housing Office",2953,"City of Mesquite Housing Office",9722166427,9722166429,"abueno@cityofmesquite.com",9722166427,9722166429,"abueno@cityofmesquite.com"
"317","CA","CA144","Lake County Housing Commission",3020,"Lake County Housing Commission",7079953744,7079942642,"lakesection8@dss.co.lake.ca.us",7079954200,7079954253,"lakesection8@dss.co.lake.ca.us"
"318","GA","GA264","Housing Authority of Fulton County",796,"Housing Authority of Fulton County",4045884950,4047305847,"ptyus@hafc.org",4045884986,NA,"ptyus@hafc.org"
"319","NC","NC011","Housing Authority of the City of Greensboro",1079,"Housing Authority of the City of Greensboro",3362758501,3363781307,"jcox@gha-nc.org",3363033116,3363781307,"jcox@gha-nc.org"
"320","PA","PA036","The Housing Auth of the City of Lancaster",1267,"The Housing Auth of the City of Lancaster",7173972835,7172830417,"bwilson@lchapa.com",7173972835,NA,"bwilson@lchapa.com"
"321","TX","TX392","Denton Housing Authority",2076,"Denton Housing Authority",9403833039,9404848804,"s.mcdade@dentonhousingauthority.com",9403833039,NA,"s.mcdade@dentonhousingauthority.com"
"322","TX","TX482","Central Texas Council of Governments",3118,"Central Texas Council of Governments",2547702300,2547702260,"jon.jaffers@ctcog.org",2547702423,2547702329,"carmen.lim@ctcog.org"
"323","UT","UT011","Housing Authority of Utah County",1644,"Housing Authority of Utah County",8013738333,8013732270,"jrunia@housinguc.org",8013738333,8013732270,"jrunia@housinguc.org"
"324","AZ","AZ010","Pinal County Housing Authority",2493,"Pinal County Housing Authority",5208667203,5208667235,"carrie.fike@pinal.gov",5208667200,5208667235,"rolanda.cephas@pinal.gov"
"325","DE","DE005","New Castle County Housing Authority",1586,"New Castle County Housing Authority",3023955625,3023955591,"robert.rizzo@newcastlede.gov",3023955625,3023955592,"robert.rizzo@newcastlede.gov"
"326","IA","IA018","City of Sioux City Housing Authority",3656,"City of Sioux City Housing Authority",7122796980,7122245200,"atooley@sioux-city.org",7122796980,7122245200,"atooley@sioux-city.org"
"327","CT","CT001","Housing Authority of the City of Bridgeport",450,"Housing Authority of the City of Bridgeport",2033378900,2033378830,"JBaldwin@parkcitycommunities.org",2033378915,NA,"jbaldwin@parkcitycommunities.org"
"328","DE","DE901","Delaware State Housing Authority",1455,"Delaware State Housing Authority",3027394263,3027396122,"anas@destatehousing.com",3027394263,3027396122,"anas@destatehousing.com"
"329","IN","IN071","Housing Authority of the City of Lafayette",1812,"Housing Authority of the City of Lafayette",7657711300,7657711313,"Mreynolds@lha.lafayette.in.gov",7657711300,7657711313,"MReynolds@lha.lafayette.in.gov"
"330","PA","PA090","Lancaster County Housing Authority",1185,"Lancaster County Housing Authority",7173940793,7173947635,"msternberg@lchra.com",7173940793,7173947635,"msternberg@lchra.com"
"331","TX","TX512","Deep East Texas Council of Governments",3208,"Deep East Texas Council of Governments",4093845704,4093845390,"lhunt@detcog.org",9366342247,9366392700,"lhunt@detcog.gov"
"332","WA","WA003","Housing Authority of the City of Bremerton",2567,"Housing Authority of the City of Bremerton",3604793694,3606168558,"tschanne@cms-results.com",3606167240,3606162815,"jstanton@bremertonhousing.org"
"333","CT","CT004","Housing Authority of the City of New Haven",532,"Housing Authority of the City of New Haven",2034988800,2034978728,"sdraughn@elmcitycommunities.org",2034988800,NA,"sdraughn@elmcitycommunities.org"
"334","IL","IL004","Springfield Housing Authority",2325,"Springfield Housing Authority",2177535757,2177534421,"jackie.newman@sha1.org",2177535757,2177535799,"jackie.newman@sha1.org"
"335","LA","LA005","Housing Authority of the City of Lafayette",3277,"Housing Authority of the City of Lafayette",3377041327,3375939942,"linda@thelha.com",3372331331,NA,"lydia@thelha.com"
"336","NC","NC057","Gastonia Housing Authority",1120,"Gastonia Housing Authority",7048646771,7048618545,"t.h.sanford@ghanc.org",7043495120,7048673587,"t.h.sanford@ghanc.org"
"337","CA","CA096","COUNTY OF SHASTA HSG AUTH",2661,"COUNTY OF SHASTA HSG AUTH",5302255160,5302255178,"jdisney@co.shasta.ca.us",5302255373,5302255178,"jdisney@co.shasta.ca.us"
"338","OK","OK002","Housing Authority of the City of Oklahoma City",1810,"Housing Authority of the City of Oklahoma City",4052397551,4052354520,"okcha@ochanet.org",4052397551,4052354520,"mgillett@ochanet.org"
"339","TX","TX010","Housing Authority of the City of Waco",2682,"Housing Authority of the City of Waco",2547520324,2547546483,"mileth@wacopha.org",2547520324,2547546483,"mileth@wacopha.org"
"340","TX","TX073","Pharr Housing Authority",1357,"Pharr Housing Authority",9567871822,9567813758,"info@pharrha.org",9567831316,9567813758,"noel.deleon@pharrha.org"
"341","VA","VA028","Arlington County Dept of Human Services",780,"Arlington County Dept of Human Services",7032281455,7032281042,"vstreet@arlingtonva.us",7032281455,7032281169,"vstreet@arlingtonva.us"
"342","CO","CO016","Boulder Housing Partners",2475,"Boulder Housing Partners",7205644610,3039399569,"officials@boulderhousing.org",7205644644,3039399569,"Officials@Boulderhousing.org"
"343","FL","FL041","HOUSING AUTHORITY OF THE CITY OF FORT PIERCE",698,"HOUSING AUTHORITY OF THE CITY OF FORT PIERCE",7724617281,7724663528,"fpha@aol.com",7724296423,NA,"rosetta.bartell@cfpha.org"
"344","FL","FL045","HOUSING AUTHORITY OF THE CITY OF STUART",852,"HOUSING AUTHORITY OF THE CITY OF STUART",7722870496,7724664692,"rosetta.bartell@cfpha.org",7724296423,NA,"rosetta.bartell@cfpha.org"
"345","FL","FL092","City of Pensacola Housing Division",1222,"City of Pensacola Housing Division",8508580350,8505950113,"mwhitaker@cityofpensacola.com",8508580350,8505950113,"mwhitaker@cityofpensacola.com"
"346","IL","IL022","Rockford Housing Authority",2307,"Rockford Housing Authority",8154898520,8154898555,"lsnyder@rockfordha.org",8154898570,8154898555,"lsnyder@rockfordha.org"
"347","SD","SD016","Sioux Falls Housing and Redevelopment Commission",2119,"Sioux Falls Housing and Redevelopment Commission",6053320704,6053399305,"d_hovdestad@siouxfallshousing.org",6053320704,6053399305,"k_fulmer@siouxfallshousing.org"
"348","TX","TX062","Edinburg Housing Authority",1892,"Edinburg Housing Authority",9563833839,9563806308,"drcastillojr@edinburgha.org",9563931130,NA,"drcastillojr@edinburgha.org"
"349","TX","TX087","San Marcos Housing Authority",1446,"San Marcos Housing Authority",5127878369,5123927458,"lana@smpha.org",5123535069,5123927458,"lana@smpha.org"
"350","VA","VA039","Va. Beach Dept. of Hsg & Neighborhood Pres.",1089,"Va. Beach Dept. of Hsg & Neighborhood Pres.",7573855750,7573855766,"ctycncl@vbgov.com",7573855752,7573855766,"afriedma@vbgov.com"
"351","WI","WI186","Brown County Housing Authority",3605,"Brown County Housing Authority",9204484423,9204484487,"patrick.leifker@browncountywi.gov",9204486486,NA,"patrick.leifker@browncountywi.gov"
"352","AZ","AZ032","Scottsdale Housing Agency",2566,"Scottsdale Housing Agency",4803127717,4803127761,"",4803122309,4803127761,"ihollamby@scottsdaleaz.gov"
"353","CA","CA119","Housing Authority of the City of South Gate",3109,"Housing Authority of the City of South Gate",3235639585,3235670725,"vgarcia@sogate.org",3235639585,3235635358,"vgarcia@sogate.org"
"354","CO","CO061","Boulder County Housing Authority",2476,"Boulder County Housing Authority",3034413929,7205642283,"nboyd@bouldercounty.org",3034411506,7245642283,"nboyd@bouldercounty.org"
"355","FL","FL132","INDIAN RIVER CO BD OF CO COMM",784,"INDIAN RIVER CO BD OF CO COMM",7722264360,7722264370,"rmiller@ircgov.com",7722264360,7722264370,"rmiller@ircgov.com"
"356","MS","MS030","Mississippi Regional Housing Authority No. V",3494,"Mississippi Regional Housing Authority No. V",6016833371,6016830478,"ahawkins@mrhav.org",6016833371,6016830478,"ahawkins@mrhav.org"
"357","OR","OR011","Housing Authority of the City of Salem",1343,"Housing Authority of the City of Salem",5035886368,5035886465,"NUtz@SalemHousingOR.com",5035886459,NA,"nutz@salemhousingor.com"
"358","TX","TX480","Housing Authority of Travis County",1960,"Housing Authority of Travis County",5128548245,5128541899,"patrick.b.howard@traviscountytx.gov",5124808245,5124808248,"Patrick.B.Howard@traviscountytx.gov"
"359","UT","UT007","Housing Authority of the City of Provo",1626,"Housing Authority of the City of Provo",8019005672,8013736560,"sdalley@provohousing.org",8019005670,8013736560,"rvernon@provohousing.org"
"360","CA","CA069","Housing Authority of the City of Madera",3090,"Housing Authority of the City of Madera",5596745695,5596745701,"linda@maderaha.org",5596745695,5596745701,"massey@maderaha.org"
"361","CA","CA121","Housing Authority of the City of Torrance",2849,"Housing Authority of the City of Torrance",3106185840,3106182429,"drichardson@torrnet.com",3106185880,NA,"drichardson@TorranceCA.Gov"
"362","FL","FL072","DeLand Housing Authority",1227,"DeLand Housing Authority",3866246909,3867341264,"mquinones@delandhousing.com",3867342564,3867341264,"mquinones@delandhousing.com"
"363","NC","NC009","Fayetteville Metropolitan Housing Authority",1567,"Fayetteville Metropolitan Housing Authority",9104833648,9104834129,"faymetha@fmhanc.org",9104833648,9104834129,"dweeks@fmhanc.org"
"364","NJ","NJ003","Elizabeth Housing Authority",406,"Elizabeth Housing Authority",9089652400,9089650026,"wjones@hacenj.com",9089652400,9089650026,"wjones@hacenj.com"
"365","TX","TX018","Housing Authority of Lubbock",2923,"Housing Authority of Lubbock",8067621191,8067620836,"mike@lubbockha.org",8067762323,8067620836,"mike@lubbockha.org"
"366","CA","CA116","CDC of National City",2974,"CDC of National City",6193364254,6194773747,"mrios@nationalcityca.gov",6193364259,6194773747,"mrios@nationalcityca.gov"
"367","FL","FL025","HOUSING AUTHORITY OF THE CITY OF TITUSVILLE",1045,"HOUSING AUTHORITY OF THE CITY OF TITUSVILLE",3212674204,3212675631,"bobl@hactv.com",3212674204,3212675631,"bobl@hactv.com"
"368","MI","MI058","Lansing Housing Commission",1631,"Lansing Housing Commission",5174876550,5174876977,"dfleming@lanshc.org",5173727996,5174874977,"dfleming@lanshc.org"
"369","NC","NC161","Isothermal Planning & Development Commission",1206,"Isothermal Planning & Development Commission",8283512342,8283512435,"sdadson@regionc.org",8282872281,8283512455,"sdadson@regionc.org"
"370","VA","VA003","Newport News Redevelopment & Housng Authority",1262,"Newport News Redevelopment & Housng Authority",7579282620,7572476535,"kwilds@nnrha.org",7579282662,7572476535,"kwilds@nnrha.org"
"371","WA","WA061","Housing Authority of Skagit County",2941,"Housing Authority of Skagit County",3604281959,3604246005,"mcorey@skagitcountyha.org",3604281959,3604246005,"mcorey@skagitcountyha.org"
"372","CA","CA125","CITY OF VACAVILLE",2585,"CITY OF VACAVILLE",7074495675,7074496242,"emily.cantu@cityofvacaville.com",7074495118,7074495149,"Emily.Cantu@cityofvacaville.com"
"373","FL","FL007","Housing Authority of City of Daytona Beach",903,"Housing Authority of City of Daytona Beach",3862535653,3862552136,"batest@dbhafl.org",3862535653,3865232625,"batest@dbhafl.org"
"374","KS","KS053","Lawrence/Douglas County Housing Authority",2638,"Lawrence/Douglas County Housing Authority",7858428110,7858429596,"housing@ldcha.org",7858428110,7858429596,"soury@ldcha.org"
"375","MA","MA024","Brockton Housing Authority",48,"Brockton Housing Authority",5085886880,5085888271,"tomt@brocktonha.com",5085886880,5085888271,"Tomt@brocktonha.com"
"376","NC","NC012","Housing Authority of the City of Winston-Salem",1429,"Housing Authority of the City of Winston-Salem",3369176119,3369176119,"kcheshire@haws.org",3369176119,NA,"kcheshire@haws.org"
"377","NJ","NJ006","Perth Amboy Housing Authority",440,"Perth Amboy Housing Authority",7328263110,7328263111,"ddzema@perthamboyha.org",7328263110,7328263111,"ddzema@perthamboyha.org"
"378","TN","TN113","East Tennessee Human Resource Agency",642,"East Tennessee Human Resource Agency",8656912551,8655317216,"LCondrey@ethra.org",8656912551,8655317216,"GHoliway@ethra.org"
"379","TX","TX012","Housing Authority of the City of Baytown",3817,"Housing Authority of the City of Baytown",2814276686,2814224307,"joycey@baytownhousing.org",2814276686,2814224307,"joycey@baytownhousing.org"
"380","TX","TX452","Bexar County Housing Authority",2904,"Bexar County Housing Authority",2102250071,2102256976,"",2102312003,NA,"terry.trevino@habctx.org"
"381","AZ","AZ008","Winslow Public Housing Authority",1565,"Winslow Public Housing Authority",9282894617,9282893848,"Ksalazar@winslowaz.gov",9282894617,9282893848,"ksalazar@winslowaz.gov"
"382","AZ","AZ033","Pima County Housing Authority",2765,"Pima County Housing Authority",5207914171,5207915407,"liz.morales@tucsonaz.gov",5208375395,NA,"liz.morales@tucsonaz.gov"
"383","FL","FL083","DELRAY BEACH HOUSING AUTHORITY",2496,"DELRAY BEACH HOUSING AUTHORITY",5612726766,5612727352,"serazo@dbha.org",5612726766,5612784937,"serazo@dbha.org"
"384","IL","IL028","Menard County Housing Authority",2690,"Menard County Housing Authority",2176327723,2176327255,"bames@menardcha.org",2176327723,2176327511,"bames@menardcha.org"
"385","MO","MO003","St. Joseph Housing Authority",2952,"St. Joseph Housing Authority",8162368200,8162368206,"JPENLAND@SJHA1.COM",8162368200,8162368206,"JPENLAND@SJHA1.COM"
"386","MO","MO205","FRANKLIN COUNTY PUBLIC HOUSING AGENCY",2944,"FRANKLIN COUNTY PUBLIC HOUSING AGENCY",6367892686,6367893548,"communityaction@jfcac.org",6367892686,6367892687,"jquaid@jfcac.org"
"387","NC","NC159","Western Piedmont Council of Governments",1401,"Western Piedmont Council of Governments",8283229191,8283225991,"stephanie.hanvey@wpcog.org",8283229191,8283225991,"anthony.starr@wpcog.org"
"388","NY","NY009","Albany Housing Authority",387,"Albany Housing Authority",5186417500,5186417547,"info@albanyhousing.org",5186417522,5186417544,"cdarbeau@albanyhousing.org"
"389","OK","OK139","Housing Authority of the City of Norman",2115,"Housing Authority of the City of Norman",4053290933,4053292542,"kcanavan@normanha.org",4053290933,4053292542,"kcanavan@normanha.org"
"390","PA","PA035","Housing Authority of the County of Dauphin",1263,"Housing Authority of the County of Dauphin",7179399301,7179397947,"leppinger@dauphinhousing.org",7179399301,NA,"Leppinger@dauphinhousing.org"
"391","SD","SD035","Pierre Housing & Redevelopment Commision",2616,"Pierre Housing & Redevelopment Commision",6057737425,6057737375,"priscilla_hrcp@dakota2k.net",6057737425,6057737375,"priscilla_hrcp@dakota2k.net"
"392","TX","TX046","Mission Housing Authority",1356,"Mission Housing Authority",9565859747,9565851004,"apadilla@missionha.org",9565859747,9565851004,"apadilla@missionha.org"
"393","AL","AL005","PHENIX CITY HOUSING AUTHORITY",1580,"PHENIX CITY HOUSING AUTHORITY",3346649991,3342913455,"jwhitehead@pchousing.org",3346649991,3346649996,"jwhitehead@pchousing.org"
"394","AZ","AZ006","Flagstaff Housing Authority",1563,"Flagstaff Housing Authority",9282132745,9285263734,"sdarr@flagstaffaz.gov",9282132745,NA,"sdarr@flagstaffaz.gov"
"395","CA","CA103","Housing Authority of the City of Redondo Beach",3038,"Housing Authority of the City of Redondo Beach",3103180635,3107988463,"Angelica.Zavala@redondo.org",3103721171,NA,"joe.hoefgen@redondo.org"
"396","FL","FL075","CLEARWATER HOUSING AUTHORITY",941,"CLEARWATER HOUSING AUTHORITY",7274615777,7274437056,"abenitez@clearwaterhousingauth.org",7274615777,7274437056,"abenitez@clearwaterhousingauth.org"
"397","FL","FL060","PUNTA GORDA HOUSING AUTHORITY",764,"PUNTA GORDA HOUSING AUTHORITY",9416394344,9416391753,"kurt@puntagordaha.org",9416394344,9416391753,"kurt@puntagordaha.org"
"398","MI","MI064","Ann Arbor Housing Commission",890,"Ann Arbor Housing Commission",7347946721,7349940781,"Jhall@a2gov.org",7347946720,7349940781,"jhall@a2gov.org"
"399","NJ","NJ090","Passaic County Public Housing Agency",410,"Passaic County Public Housing Agency",9738814369,9736840317,"janicedj@passaiccountynj.org",9738814370,9736840317,"janicedj@passaiccountynj.org"
"400","OR","OR032","Northeast Oregon Housing Authority",1441,"Northeast Oregon Housing Authority",5419635360,5419633682,"sjparker.neoha@gmail.com",5419635360,5419633682,"sjparker.neoha@gmail.com"
"401","TX","TX497","Hidalgo County Housing Authority",1876,"Hidalgo County Housing Authority",9569695866,9569695863,"hidalgoha@aol.com",9569695866,9569695863,"HidalgoHa@aol.com"
"402","UT","UT002","Housing Authority of the City of Ogden",1542,"Housing Authority of the City of Ogden",8016275851,8016276012,"oha@xmission.com",8016275851,8016276012,"tprice@xmission.com"
"403","AZ","AZ028","Chandler Housing & Redevelopment Division",2564,"Chandler Housing & Redevelopment Division",4807823200,4807823220,"amy.jacobson@chandleraz.gov",4807823200,NA,"amy.jacobson@chandleraz.gov"
"404","FL","FL013","HOUSING AUTHORITY OF THE CITY OF KEY WEST",848,"HOUSING AUTHORITY OF THE CITY OF KEY WEST",3052965621,3052960932,"sterlingr@kwha.org",3052965621,3052960932,"sterlingr@kwha.org"
"405","HI","HI005","Kauai County Housing Agency",2546,"Kauai County Housing Agency",8082414440,8082415119,"ncortez@kauai.gov",8082414434,NA,"jtoguchi@kauai.gov"
"406","IN","IN011","Housing Authority of the City of Gary Indiana",2150,"Housing Authority of the City of Gary Indiana",2198816422,2198816414,"tbonds@garyhousing.org",2198816422,2198816414,"tbonds@garyhousing.org"
"407","IN","IN022","Housing Authority of the City of Bloomington",1855,"Housing Authority of the City of Bloomington",8123393491,8123397177,"askoby@blha.net",8123393491,NA,"askoby@blha.net"
"408","OK","OK146","Housing Authority of the City of Stillwater",2612,"Housing Authority of the City of Stillwater",4053724906,4053721416,"sha@stillwaterhousing.org",4053724906,4053721416,"toni@stillwaterhousing.org"
"409","TN","TN020","Murfreesboro Housing Authority",819,"Murfreesboro Housing Authority",6158939414,6158939436,"trowe@mha-tn.og",6152259477,6158939436,"trowe@mha-tn.org"
"410","WA","WA012","HA City of Kennewick",2750,"HA City of Kennewick",5095868576,5095827544,"lhammer@kennewickha.org",5095868576,5095722750,"lhammer@kennewickha.org"
"411","FL","FL063","Gainesville Housing Authority",1225,"Gainesville Housing Authority",3528725502,3528728801,"pamelad@gnvha.org",3528725502,3528725519,"pamelad@gnvha.org"
"412","MA","MA035","Springfield Housing Authority",78,"Springfield Housing Authority",4137854500,4137854516,"djordan@shamass.org",4137854515,4137854516,"djordan@shamass.org"
"413","NC","NC001","Housing Authority of the City of Wilmington",1386,"Housing Authority of the City of Wilmington",9103417700,9103417760,"kredmon@wha.net",9103417700,9103417760,"kredmon@wha.net"
"414","NC","NC022","Housing Authority of the City of Greenville",1073,"Housing Authority of the City of Greenville",2523294004,2523294026,"williamswa@ghanc.net",2523294004,2523294026,"williamswa@ghanc.net"
"415","NH","NH001","Manchester Housing & Redevelopment Authority",267,"Manchester Housing  & Redevelopment Authority",6036242100,6036242104,"cnaczas@manchesterhousing.org",6036242100,NA,"cnaczas@manchesterhousing.org"
"416","NJ","NJ050","East Orange Housing Authority",382,"East Orange Housing Authority",9737668896,9737668797,"wgill@eoha.org",9737668896,9737668797,"wgill@eoha.org"
"417","TX","TX509","Cameron County Housing Authority",1889,"Cameron County Housing Authority",9565414983,9565419637,"dflores@cchatx.org",9565414983,9565414996,"dflores@cchatx.org"
"418","AR","AR006","Housing Authority of the City of Conway",2775,"Housing Authority of the City of Conway",5013270156,5013278181,"chadirector@conwayha.org",5013270156,5013278181,"chadirector@conwayha.org"
"419","AR","AR031","Hot Springs Housing Authority",3672,"Hot Springs Housing Authority",5016244420,5016242745,"rherrington@hshousing.org",5016244420,5016242745,"rherrington@hshousing.org"
"420","AZ","AZ043","Mohave County Housing Authority",1442,"Mohave County Housing Authority",9287530723,9287530776,"michael.smith@mohavecounty.us",9287530723,NA,"michael.smith@mohavecounty.us"
"421","CA","CA149","PLACER COUNTY HOUSING AUTHORITY",3082,"PLACER COUNTY HOUSING AUTHORITY",5308897692,5308896826,"jnmartin@placer.ca.gov",NA,NA,""
"422","IN","IN016","Housing Authority of the City of Evansville",2265,"Housing Authority of the City of Evansville",8124288500,8124288560,"Rick.Moore@evansvillehousing.org",8124288500,8124288560,"Rick.Moore@evansvillehousing.org"
"423","NC","NC008","Housing Authority of the City of Concord",1115,"Housing Authority of the City of Concord",7049206100,7049206960,"grahamaj@ci.concord.nc.us",7047881139,7047867546,"grahamaj@ci.concord.nc.us"
"424","TX","TX472","City of Amarillo",2847,"City of Amarillo",8063784203,8063789389,"Jason.riddlespurger@amarillo.gov",8063783023,NA,"Jason.Riddlespurger@amarillo.gov"
"425","VA","VA011","Roanoke Redevelopment & Housing Authority",1553,"Roanoke Redevelopment & Housing Authority",5409839283,5409839200,"dbustamante@rkehousing.org",5409839241,5409839200,"dbustamante@rkehousing.org"
"426","CA","CA053","KINGS COUNTY HOUSING AUTH",2767,"KINGS COUNTY HOUSING AUTH",5595822806,5595836964,"sjackson-bobo@hakc.com",5595822806,5595836964,"sjackson-bobo@hakc.com"
"427","CO","CO041","Fort Collins Housing Authority",2769,"Fort Collins Housing Authority",9704162910,9702210821,"jbrewen@housingcatalyst.com",9704162917,9702210821,"jbrewen@housingcatalyst.com"
"428","FL","FL015","Northwest Florida Regional Housing Authority",1300,"Northwest Florida Regional Housing Authority",8502635303,8502639101,"nwhousing@nwfrha.com",8502635303,8502639101,"nwhousing@nwfrha.com"
"429","MA","MA005","Holyoke Housing Authority",65,"Holyoke Housing Authority",4135392220,4135327283,"mmainville@holyokehousing.org",4135392202,4135327283,"mmainville@holyokehousing.org"
"430","MA","MA007","New Bedford Housing Authority",223,"New Bedford Housing Authority",5089974800,NA,"steven.beauregard@newbedfordhousingauthority.org",5089974806,5089974807,"steven.beauregard@nbha-ma.org"
"431","SC","SC024","SC REGIONAL HOUSING AUTHORITY NO 3",1270,"SC REGIONAL HOUSING AUTHORITY NO 3",8032593588,8032594628,"info@scrha3.com",8032597636,8032594628,"rthomas@scrha3.com"
"432","AL","AL077","HA TUSCALOOSA",1731,"HA TUSCALOOSA",2057586619,2057229399,"chall@tuscaloosahousing.org",2057586619,2057585099,"chall@tuscaloosahousing.org"
"433","AR","AR015","Housing Authority of the City of Texarkana",3745,"Housing Authority of the City of Texarkana",8707737691,8707721157,"brandybradley@txkarhousing.com",8707737691,8707721157,"brandybradley@txkarhousing.com"
"434","MA","MA020","Quincy Housing Authority",41,"Quincy Housing Authority",6178474350,6177702876,"jmarathas@quincyha.com",6178474359,NA,"jmarathas@quincyha.com"
"435","MS","MS095","South Delta Regional Housing Authority",1934,"South Delta Regional Housing Authority",6626862018,6626862042,"plogan@sdrha.org",6626862018,6626862042,"plogan@sdrha.org"
"436","ND","ND012","Grand Forks Housing Authority",3629,"Grand Forks Housing Authority",7017462545,7017462548,"thanson@thegfha.org",7017462545,NA,"thanson@thegfha.org"
"437","NY","NY016","Binghamton Housing Authority",653,"Binghamton Housing Authority",6077239491,6077225031,"execoffc@binghamtonha.org",6077239491,6077225031,"execoffc@binghamtonha.org"
"438","NY","NY149","Town of Brookhaven, Dept. of Housing & Human",548,"Town of Brookhaven Dept. of Hsg & Comm Dev",6314516600,6314516597,"HCVprogram@brookhavenny.gov",6314516600,6314516597,"akarppi@brookhavenny.gov"
"439","OH","OH031","Portage Metropolitan Housing Authority",1782,"Portage Metropolitan Housing Authority",3302971489,3302976295,"info@portagehousing.org",3302971489,3302976295,"pnation@portagehousing.org"
"440","OR","OR005","Housing Authority of Lincoln County",1435,"Housing Authority of Lincoln County",5412655326,5412656057,"kkowtko@halc.info",5412655326,5412656057,"kkowtko@halc.info"
"441","SC","SC027","HOUSING AUTHORITY OF FLORENCE",1278,"HOUSING AUTHORITY OF FLORENCE",8436694163,8436792626,"celmore@hafsc.org",8436694163,8436792626,"celmore@hafsc.org"
"442","SC","SC059","MARLBORO CO HSG & REDEV AUTHORITY",1276,"MARLBORO CO HSG & REDEV AUTHORITY",8436694163,8436792626,"celmore@hafsc.org",8436694163,8436792626,"celmore@hafsc.org"
